date,trial_number,total_popularity,total_time,planned_rides,optimal_rides,time_schedule
2023-09-28,188,8049,691,"[5, 3, 7, 2, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 3, 4, 4, 3, 5, 3]","[5, 3, 7, 2, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 3, 4, 4]","[0, 30, 90, 180, 255, 315, 390, 465, 525, 540, 555, 570, 600, 615, 630, 645, 675]"
2023-09-28,189,8055,693,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 3, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 3, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,190,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 4, 5, 1]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,191,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,192,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,193,8046,695,"[1, 6, 7, 3, 4, 5, 4, 4, 2, 0, 2, 0, 3, 0, 3, 4, 4, 7, 4, 0]","[1, 6, 7, 3, 4, 5, 4, 4, 2, 0, 2, 0, 3, 0, 3, 4, 4]","[0, 90, 150, 225, 300, 375, 420, 480, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,194,8046,695,"[1, 6, 7, 3, 4, 5, 4, 4, 2, 0, 2, 0, 3, 0, 3, 4, 4, 7, 4, 0]","[1, 6, 7, 3, 4, 5, 4, 4, 2, 0, 2, 0, 3, 0, 3, 4, 4]","[0, 90, 150, 225, 300, 375, 420, 480, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,195,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 3]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,196,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,197,8054,695,"[2, 6, 7, 3, 4, 5, 4, 4, 2, 0, 2, 0, 3, 0, 3, 4, 4, 7, 3, 0]","[2, 6, 7, 3, 4, 5, 4, 4, 2, 0, 2, 0, 3, 0, 3, 4, 4]","[0, 75, 120, 210, 285, 345, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,198,8054,695,"[2, 6, 7, 3, 4, 5, 4, 4, 2, 0, 2, 0, 3, 0, 3, 4, 4, 6, 3, 0]","[2, 6, 7, 3, 4, 5, 4, 4, 2, 0, 2, 0, 3, 0, 3, 4, 4]","[0, 75, 120, 210, 285, 345, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,199,8057,696,"[5, 2, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 1]","[5, 2, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 255, 315, 405, 465, 525, 540, 555, 585, 600, 615, 630, 660, 675]"
